id,graduation_year,major,skills,is_mentor,bio,interests,degree,is_alumni
2487,1978,Economics,"econometrics, policy analysis, data analysis, R programming",False,"A Economics alumna with a B.A. degree, graduated in 1978. Passionate about economic forecasting, behavioral economics, labor economics, game theory, public policy. Skilled in econometrics, policy analysis, data analysis, R programming. Eager to engage in innovative projects in economic.","economic forecasting, behavioral economics, labor economics, game theory, public policy",B.A.,True
2488,2025,Psychology,"empathy training, counseling, data visualization, SPSS, qualitative research, clinical skills",False,"A Psychology student pursuing a BBA degree, expected graduation in 2025. Passionate about patient care, healthcare ethics, cognitive therapy, mental health, neuropsychology. Skilled in empathy training, counseling, data visualization, SPSS, qualitative research, clinical skills. Eager to engage in innovative projects in behavioral.","patient care, healthcare ethics, cognitive therapy, mental health, neuropsychology",BBA,False
2489,1996,Biology,"PCR, lab techniques, experimental design, microscopy",False,"A Biology alumna with a M.Sc. degree, graduated in 1996. Passionate about bioinformatics, biotechnology, microbiology, molecular biology, ecology. Skilled in PCR, lab techniques, experimental design, microscopy. Eager to engage in innovative projects in biological.","bioinformatics, biotechnology, microbiology, molecular biology, ecology",M.Sc.,True
2490,2005,Computer Science,"JavaScript, AWS, data structures, Docker",True,"A Computer Science alumna with a BBA degree, graduated in 2005. Passionate about cybersecurity, big data, web development, AI. Skilled in JavaScript, AWS, data structures, Docker. Offers mentorship and engage in innovative projects in software.","cybersecurity, big data, web development, AI",BBA,True
2491,2025,English Literature,"writing, proofreading, critical thinking, research, public speaking",True,"A English Literature student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about theater, cultural criticism, poetry. Skilled in writing, proofreading, critical thinking, research, public speaking. Offers mentorship and engage in innovative projects in literature.","theater, cultural criticism, poetry",Ph.D.,False
2492,2023,Economics,"econometrics, R programming, data analysis, statistical modeling, policy analysis",True,"A Economics alumna with a M.Eng. degree, graduated in 2023. Passionate about game theory, public policy, behavioral economics, labor economics, economic forecasting. Skilled in econometrics, R programming, data analysis, statistical modeling, policy analysis. Offers mentorship and engage in innovative projects in economic.","game theory, public policy, behavioral economics, labor economics, economic forecasting",M.Eng.,True
2493,2024,Economics,"data analysis, R programming, policy analysis, econometrics, statistical modeling",False,"A Economics student pursuing a M.Tech. degree, expected graduation in 2024. Passionate about labor economics, economic forecasting, public policy, game theory. Skilled in data analysis, R programming, policy analysis, econometrics, statistical modeling. Eager to engage in innovative projects in economic.","labor economics, economic forecasting, public policy, game theory",M.Tech.,False
2494,1999,Chemistry,"spectroscopy, physics simulations, MATLAB, lab techniques",False,"A Chemistry alumna with a Ph.D. degree, graduated in 1999. Passionate about thermodynamics, astrophysics, chemical kinetics, materials science, quantum mechanics. Skilled in spectroscopy, physics simulations, MATLAB, lab techniques. Eager to engage in innovative projects in physical.","thermodynamics, astrophysics, chemical kinetics, materials science, quantum mechanics",Ph.D.,True
2495,2025,Chemical Engineering,"lab safety, chemical analysis, process simulation, Aspen Plus, reaction engineering",False,"A Chemical Engineering student pursuing a B.Eng. degree, expected graduation in 2025. Passionate about nanotechnology, biochemical engineering, polymer science, chemical synthesis. Skilled in lab safety, chemical analysis, process simulation, Aspen Plus, reaction engineering. Eager to engage in innovative projects in chemical.","nanotechnology, biochemical engineering, polymer science, chemical synthesis",B.Eng.,False
2496,2025,Marketing,"SQL, Excel, SEO, presentation skills",False,"A Marketing student pursuing a B.A. degree, expected graduation in 2025. Passionate about market research, startup incubation, entrepreneurship, digital marketing, brand management. Skilled in SQL, Excel, SEO, presentation skills. Eager to engage in innovative projects in management.","market research, startup incubation, entrepreneurship, digital marketing, brand management",B.A.,False
2497,1968,Political Science,"historical documentation, survey design, archival research, policy analysis, qualitative research",False,"A Political Science alumna with a M.A. degree, graduated in 1968. Passionate about historical research, archaeology, public policy. Skilled in historical documentation, survey design, archival research, policy analysis, qualitative research. Eager to engage in innovative projects in historical.","historical research, archaeology, public policy",M.A.,True
2498,2025,Psychology,"empathy training, qualitative research, SPSS, counseling, data visualization, clinical skills",False,"A Psychology student pursuing a B.Sc. degree, expected graduation in 2025. Passionate about healthcare ethics, cognitive therapy, neuropsychology, behavioral economics. Skilled in empathy training, qualitative research, SPSS, counseling, data visualization, clinical skills. Eager to engage in innovative projects in behavioral.","healthcare ethics, cognitive therapy, neuropsychology, behavioral economics",B.Sc.,False
2499,2024,Business Administration,"CRM software, presentation skills, market analytics, SQL",False,"A Business Administration student pursuing a M.Eng. degree, expected graduation in 2024. Passionate about digital marketing, startup incubation, entrepreneurship, brand management, market research. Skilled in CRM software, presentation skills, market analytics, SQL. Eager to engage in innovative projects in management.","digital marketing, startup incubation, entrepreneurship, brand management, market research",M.Eng.,False
2500,2025,History,"policy analysis, survey design, historical documentation, archival research, qualitative research",False,"A History student pursuing a BBA degree, expected graduation in 2025. Passionate about historical research, international relations, archaeology, public policy. Skilled in policy analysis, survey design, historical documentation, archival research, qualitative research. Eager to engage in innovative projects in historical.","historical research, international relations, archaeology, public policy",BBA,False
2501,2003,Mathematics,"Python, statistical analysis, LaTeX, R programming, numerical methods",False,"A Mathematics alumna with a Ph.D. degree, graduated in 2003. Passionate about game theory, numerical analysis, cryptography. Skilled in Python, statistical analysis, LaTeX, R programming, numerical methods. Eager to engage in innovative projects in mathematical.","game theory, numerical analysis, cryptography",Ph.D.,True
